Report_ID,Report_Name,Department,Client_Region,Created_Date,Last_Refreshed_Date,Refresh_Frequency,Report_Status,Issues_Raised,Issues_Resolved,Avg_Resolution_Time_Hours,SLA_Status,Maintenance_Hours,Change_Requests,Report_Owner
2472,Procurement Spend,HR,South Africa,02-11-2024,12-01-2024,Monthly,Active,13,9,67.48,Met,12.8,9,BI Team
2473,Procurement Spend,Operations,UAE,21-04-2024,14-12-2024,Monthly,Under Maintenance,0,4,35.97,Met,8.4,4,External Vendor
2474,Finance P&L,IT,India,24-03-2023,24-04-2024,Weekly,Active,8,0,55.73,Breached,7.8,2,Finance Team
2475,Maintenance SLA,Finance,UK,13-05-2024,19-05-2024,Weekly,Active,3,11,32.63,Met,20,0,BI Team
2476,HR Attrition,IT,India,23-08-2024,18-10-2024,Monthly,Under Maintenance,1,9,27.62,Met,12.7,4,External Vendor
2477,Procurement Spend,Sales,South Africa,14-06-2024,09-01-2024,Weekly,Active,1,3,57.62,Breached,13.1,2,IT Support
2478,Finance P&L,Procurement,South Africa,08-02-2023,29-03-2024,Monthly,Active,2,0,56.57,Met,16.7,5,Finance Team
2479,Maintenance SLA,Procurement,South Africa,17-05-2023,26-09-2024,Daily,Active,9,8,23.63,Breached,18.7,4,External Vendor
2480,HR Attrition,IT,UAE,05-02-2024,03-02-2024,Weekly,Active,4,12,55.99,Breached,19.2,7,IT Support
2481,Procurement Spend,Finance,USA,30-08-2023,30-03-2024,Weekly,Active,1,13,42.83,Met,19.1,1,External Vendor
2482,Procurement Spend,Sales,USA,09-12-2023,03-04-2024,Daily,Under Maintenance,12,9,13.7,Met,0.8,1,BI Team
2483,Sales Summary,IT,USA,14-03-2024,21-02-2024,Daily,Active,1,4,51.6,Met,13.3,7,IT Support
2484,Sales Summary,Operations,UAE,29-11-2023,30-07-2024,Weekly,Under Maintenance,7,9,10.83,Met,9,7,BI Team
2485,Maintenance SLA,Finance,UAE,16-05-2023,28-07-2024,Daily,Active,6,5,65.57,Met,4.1,9,BI Team
2486,HR Attrition,HR,India,21-05-2023,14-02-2024,Daily,Active,1,5,32.64,Met,2.4,0,External Vendor
2487,Procurement Spend,Operations,India,24-07-2023,28-07-2024,Daily,Active,9,8,43.16,Met,13.1,2,Finance Team
2488,Maintenance SLA,IT,South Africa,07-11-2023,16-02-2024,Daily,Active,0,10,9.37,Met,13,3,Finance Team
2489,Maintenance SLA,HR,UAE,21-12-2024,26-05-2024,Monthly,Active,12,14,8.74,Breached,6.4,0,External Vendor
2490,Inventory Aging,HR,USA,13-02-2024,11-07-2024,Daily,Deprecated,11,3,54.54,Met,15.3,1,IT Support
2491,Sales Summary,Operations,USA,13-09-2023,21-10-2024,Daily,Active,2,8,70.55,Met,5.6,8,IT Support
2492,HR Attrition,HR,India,08-07-2024,26-08-2024,Weekly,Under Maintenance,0,11,67,Met,9.6,0,IT Support
2493,Procurement Spend,Procurement,South Africa,22-05-2024,30-08-2024,Monthly,Active,11,2,47.41,Met,18.7,6,Finance Team
2494,Maintenance SLA,Operations,South Africa,04-12-2023,01-01-2024,Weekly,Active,1,10,39.79,Met,14.6,7,IT Support
2495,Procurement Spend,Finance,UK,24-07-2024,12-11-2024,Weekly,Active,4,10,28.14,Met,14.8,4,External Vendor
2496,Inventory Aging,Procurement,UAE,07-08-2024,09-04-2024,Monthly,Deprecated,14,13,50.22,Met,17.1,7,Finance Team
2497,HR Attrition,Finance,USA,05-11-2024,18-07-2024,Daily,Active,6,12,16.49,Breached,16.8,1,External Vendor
2498,Maintenance SLA,Sales,USA,21-12-2023,29-01-2024,Daily,Active,13,13,47.36,Met,14.7,2,BI Team
2499,Procurement Spend,Finance,India,27-04-2023,30-01-2024,Weekly,Deprecated,1,6,44.94,Breached,4.5,0,IT Support
2500,Sales Summary,Operations,India,27-05-2023,08-06-2024,Daily,Active,3,0,13.15,Met,7.4,2,BI Team
2501,Inventory Aging,Finance,UAE,28-04-2024,07-05-2024,Daily,Active,4,3,52.94,Met,2.3,0,External Vendor
2502,HR Attrition,Sales,India,29-12-2024,26-06-2024,Daily,Active,1,4,44.29,Met,6.8,8,External Vendor
2503,Inventory Aging,HR,India,03-08-2024,03-07-2024,Monthly,Deprecated,0,6,31.01,Met,5.1,1,BI Team
2504,Sales Summary,Operations,USA,15-08-2024,31-10-2024,Daily,Active,14,14,60.25,Met,11.2,1,BI Team
2505,HR Attrition,IT,UAE,04-11-2024,06-12-2024,Daily,Active,6,2,15.78,Met,0.5,3,Finance Team
2506,Inventory Aging,Procurement,USA,27-12-2024,14-10-2024,Daily,Active,10,1,13.33,Met,17.7,1,IT Support
2507,Finance P&L,Procurement,USA,24-05-2024,19-07-2024,Weekly,Active,5,14,11.37,Met,1.5,3,External Vendor
2508,Sales Summary,Finance,India,19-11-2023,28-06-2024,Weekly,Active,3,14,68.28,Met,13.9,6,IT Support
2509,Sales Summary,Procurement,USA,09-06-2023,16-10-2024,Daily,Under Maintenance,12,2,32.67,Met,15.2,2,External Vendor
2510,Sales Summary,Sales,UAE,11-09-2023,02-11-2024,Daily,Deprecated,11,6,55.41,Met,17.8,4,External Vendor
2511,Finance P&L,IT,India,13-08-2023,01-09-2024,Daily,Deprecated,12,13,17.33,Met,13.8,8,External Vendor
2512,Finance P&L,Procurement,UAE,23-11-2023,17-10-2024,Weekly,Active,3,6,18.09,Met,8.6,0,IT Support
2513,Procurement Spend,Finance,South Africa,14-10-2024,24-09-2024,Daily,Active,14,14,50.25,Breached,2.2,2,Finance Team
2514,Maintenance SLA,Procurement,UAE,26-02-2024,03-04-2024,Daily,Active,14,3,5.23,Met,1.6,0,IT Support
2515,Inventory Aging,HR,UAE,24-09-2023,17-09-2024,Weekly,Active,7,11,62.56,Met,7.3,4,External Vendor
2516,Procurement Spend,HR,UK,15-01-2023,18-04-2024,Daily,Active,13,8,3.14,Met,6.2,6,IT Support
2517,Inventory Aging,Procurement,UAE,05-12-2023,14-02-2024,Daily,Active,10,1,43.86,Met,11.1,9,IT Support
2518,Maintenance SLA,Operations,USA,18-02-2023,17-11-2024,Monthly,Active,1,8,61.41,Met,2.8,3,External Vendor
2519,Finance P&L,IT,USA,16-04-2024,11-04-2024,Monthly,Active,12,10,63.33,Met,7.3,0,External Vendor
2520,Maintenance SLA,Procurement,India,07-03-2023,15-08-2024,Daily,Active,7,8,34.11,Breached,5,7,External Vendor
2521,Finance P&L,HR,South Africa,05-09-2024,15-12-2024,Weekly,Under Maintenance,0,7,51.68,Met,9.9,4,External Vendor
2522,Maintenance SLA,HR,India,19-02-2024,03-10-2024,Daily,Active,5,2,6.22,Breached,15.7,6,IT Support
2523,Procurement Spend,Sales,UAE,27-08-2024,06-02-2024,Daily,Active,14,1,13.3,Breached,15.5,6,External Vendor
2524,HR Attrition,Finance,UAE,29-06-2024,14-03-2024,Weekly,Under Maintenance,12,0,65.86,Breached,4.4,1,Finance Team
2525,Procurement Spend,Sales,USA,02-03-2023,19-08-2024,Weekly,Under Maintenance,10,12,59.87,Breached,8.2,4,BI Team
2526,Inventory Aging,Operations,UAE,27-04-2023,02-06-2024,Weekly,Active,4,11,53.89,Met,7.9,4,Finance Team
2527,Procurement Spend,Finance,UAE,17-09-2023,06-12-2024,Daily,Active,5,8,69.29,Met,17.9,9,BI Team
2528,Sales Summary,Procurement,USA,09-03-2024,20-07-2024,Daily,Active,4,13,69.82,Met,2,4,Finance Team
2529,Inventory Aging,Procurement,South Africa,12-03-2024,10-06-2024,Daily,Under Maintenance,9,11,14.01,Breached,8.4,4,Finance Team
2530,Maintenance SLA,Operations,UAE,06-01-2024,20-11-2024,Daily,Under Maintenance,13,8,10.76,Met,7.6,5,Finance Team
2531,Inventory Aging,IT,UK,29-10-2024,18-02-2024,Daily,Active,11,12,25.11,Breached,5,0,BI Team
2532,HR Attrition,HR,South Africa,05-10-2024,04-07-2024,Daily,Under Maintenance,1,10,58.25,Breached,2.3,9,IT Support
2533,Finance P&L,IT,South Africa,17-10-2024,05-12-2024,Monthly,Active,0,14,42.3,Met,13.9,0,IT Support
2534,Maintenance SLA,Procurement,USA,20-06-2023,03-12-2024,Daily,Under Maintenance,4,6,2.58,Met,14,6,BI Team
2535,Inventory Aging,Sales,India,16-11-2023,26-04-2024,Monthly,Deprecated,12,12,38,Met,6.8,7,External Vendor
2536,Maintenance SLA,HR,UAE,26-06-2024,19-06-2024,Daily,Under Maintenance,7,11,8.58,Met,13.3,8,BI Team
2537,Maintenance SLA,Procurement,UAE,20-03-2023,23-12-2024,Weekly,Active,13,6,68.95,Met,3.6,3,External Vendor
2538,Maintenance SLA,HR,India,09-01-2023,16-10-2024,Weekly,Active,1,2,27.22,Met,15.4,9,External Vendor
2539,Finance P&L,IT,UAE,28-04-2024,13-06-2024,Weekly,Active,5,1,22.91,Met,18.4,8,BI Team
2540,Procurement Spend,Finance,UK,30-01-2024,20-06-2024,Daily,Under Maintenance,10,12,41,Met,14.1,0,IT Support
2541,Maintenance SLA,Procurement,India,12-06-2023,22-03-2024,Daily,Active,1,13,29.48,Met,4.2,0,Finance Team
2542,Sales Summary,Procurement,USA,05-06-2023,16-12-2024,Monthly,Deprecated,5,3,15.88,Met,19.2,0,IT Support
2543,HR Attrition,HR,India,19-05-2023,22-12-2024,Weekly,Under Maintenance,6,12,48.13,Met,14.2,1,Finance Team
2544,Finance P&L,Finance,South Africa,21-10-2023,27-11-2024,Weekly,Under Maintenance,6,1,40.37,Met,6.1,1,BI Team
2545,Inventory Aging,Sales,USA,20-12-2023,08-01-2024,Daily,Deprecated,1,4,45.51,Met,17.8,2,IT Support
2546,Finance P&L,Finance,South Africa,03-02-2024,05-10-2024,Weekly,Active,9,11,20.12,Met,14.5,5,Finance Team
2547,Inventory Aging,Sales,USA,21-08-2023,11-08-2024,Daily,Deprecated,0,14,48.34,Breached,12.8,5,BI Team
2548,Finance P&L,Operations,India,12-07-2023,07-12-2024,Daily,Under Maintenance,12,5,50.19,Breached,1,4,BI Team
2549,Inventory Aging,IT,South Africa,20-11-2024,03-09-2024,Daily,Deprecated,8,13,31.49,Breached,1.5,2,BI Team
2550,Maintenance SLA,Finance,USA,18-05-2023,24-08-2024,Weekly,Deprecated,1,4,24.74,Met,16.1,6,BI Team
2551,Procurement Spend,Sales,UAE,17-01-2023,09-06-2024,Weekly,Active,3,6,30.59,Met,18.4,9,IT Support
2552,Inventory Aging,HR,South Africa,30-11-2023,10-05-2024,Daily,Under Maintenance,7,9,18.27,Breached,1.6,6,External Vendor
2553,Inventory Aging,Sales,UK,14-09-2023,15-03-2024,Daily,Active,6,4,61.59,Met,18.3,9,Finance Team
2554,Sales Summary,Operations,USA,11-01-2023,19-05-2024,Daily,Active,13,11,61.02,Met,17.9,3,External Vendor
2555,Inventory Aging,Sales,UAE,11-11-2024,14-04-2024,Daily,Deprecated,12,2,59.69,Met,11,9,IT Support
2556,Sales Summary,IT,UAE,16-09-2023,05-08-2024,Daily,Active,8,10,57.28,Met,16,8,IT Support
2557,HR Attrition,Finance,India,30-09-2023,13-03-2024,Daily,Active,2,5,35.34,Met,19.2,6,External Vendor
2558,Maintenance SLA,Sales,India,16-11-2023,21-09-2024,Daily,Active,1,5,26.61,Met,9.3,8,BI Team
2559,Sales Summary,Finance,South Africa,10-12-2023,06-11-2024,Weekly,Active,2,0,41.03,Met,17.1,5,IT Support
2560,Procurement Spend,Operations,South Africa,03-09-2024,13-01-2024,Monthly,Under Maintenance,7,6,2.98,Met,1,3,IT Support
2561,Maintenance SLA,Sales,UK,03-11-2024,18-06-2024,Daily,Active,11,8,36.73,Met,7.3,4,External Vendor
2562,Sales Summary,Sales,UAE,27-06-2024,24-10-2024,Daily,Deprecated,2,3,32.82,Met,12.2,9,External Vendor
2563,Maintenance SLA,Operations,USA,05-01-2024,07-10-2024,Daily,Deprecated,4,2,52.2,Breached,10.3,4,IT Support
2564,Maintenance SLA,IT,UK,13-12-2023,09-02-2024,Daily,Deprecated,11,8,67.23,Met,18.1,3,IT Support
2565,Maintenance SLA,Sales,UK,24-06-2023,03-04-2024,Weekly,Active,9,4,13.79,Breached,10.9,6,External Vendor
2566,HR Attrition,Finance,UK,02-03-2024,22-02-2024,Weekly,Under Maintenance,13,6,70.62,Met,7.3,8,IT Support
2567,Procurement Spend,IT,USA,03-12-2023,08-07-2024,Daily,Active,9,13,57.01,Met,13.3,1,Finance Team
2568,Finance P&L,Procurement,UK,07-05-2023,29-03-2024,Daily,Active,11,4,2.57,Met,14.8,8,Finance Team
2569,Finance P&L,IT,India,15-08-2024,20-04-2024,Weekly,Active,11,13,57.75,Met,10,6,BI Team
2570,Sales Summary,Procurement,India,24-04-2023,19-03-2024,Daily,Deprecated,11,8,70.16,Breached,19.5,4,IT Support
2571,Maintenance SLA,Finance,India,22-07-2024,14-11-2024,Weekly,Active,14,2,59.94,Met,1.7,7,Finance Team
2572,Sales Summary,Sales,UK,09-08-2024,28-04-2024,Daily,Active,0,6,61.85,Met,0.7,4,IT Support
2573,HR Attrition,Finance,UK,10-02-2023,10-05-2024,Weekly,Active,8,9,11.94,Met,11.5,4,IT Support
2574,HR Attrition,Operations,UAE,04-04-2024,24-07-2024,Weekly,Deprecated,8,14,12.58,Met,5.8,0,BI Team
2575,Inventory Aging,Finance,South Africa,05-05-2024,18-05-2024,Daily,Active,9,8,44.2,Met,0.8,6,External Vendor
2576,HR Attrition,Procurement,UAE,14-06-2023,28-12-2024,Daily,Under Maintenance,2,0,16.35,Met,16.6,3,External Vendor
2577,Inventory Aging,IT,India,08-08-2024,20-10-2024,Daily,Active,9,8,64.44,Met,13.1,4,Finance Team
2578,Procurement Spend,HR,South Africa,15-01-2023,14-10-2024,Daily,Deprecated,5,7,2.1,Met,6.6,2,IT Support
2579,Sales Summary,Operations,UAE,05-07-2023,05-11-2024,Monthly,Active,0,11,62.92,Breached,10.2,0,BI Team
2580,Procurement Spend,Sales,USA,05-07-2023,02-08-2024,Daily,Under Maintenance,2,13,70.81,Breached,6.7,3,BI Team
2581,HR Attrition,IT,USA,30-01-2024,21-09-2024,Daily,Deprecated,7,6,51.29,Breached,5,1,Finance Team
2582,Procurement Spend,Finance,USA,04-05-2024,06-05-2024,Monthly,Under Maintenance,7,3,66.38,Breached,18.1,9,Finance Team
2583,Procurement Spend,Operations,India,21-12-2023,08-12-2024,Weekly,Active,7,10,70.96,Met,16.3,5,BI Team
2584,Procurement Spend,Procurement,South Africa,16-05-2023,15-10-2024,Daily,Deprecated,11,8,24.54,Met,19.9,3,Finance Team
2585,HR Attrition,Sales,India,31-01-2023,02-02-2024,Daily,Under Maintenance,3,7,16.56,Met,15.7,8,BI Team
2586,Maintenance SLA,Finance,USA,15-12-2023,05-09-2024,Daily,Under Maintenance,1,2,51.99,Breached,3.6,8,Finance Team
2587,Procurement Spend,IT,UK,13-08-2024,10-05-2024,Weekly,Deprecated,8,14,36.23,Breached,3.9,0,BI Team
2588,Inventory Aging,Finance,India,08-06-2023,03-08-2024,Monthly,Active,7,6,33.32,Met,15.1,1,Finance Team
2589,HR Attrition,Sales,South Africa,13-09-2023,07-06-2024,Daily,Under Maintenance,0,5,28.6,Met,17.9,8,Finance Team
2590,Procurement Spend,IT,India,29-12-2024,03-03-2024,Daily,Active,4,9,54.43,Met,3.1,6,IT Support
2591,Maintenance SLA,HR,South Africa,17-12-2024,02-11-2024,Weekly,Under Maintenance,2,4,7.46,Met,17.6,8,External Vendor
2592,HR Attrition,HR,UK,26-11-2023,21-07-2024,Weekly,Active,5,11,31.46,Breached,14.9,1,External Vendor
2593,Finance P&L,Operations,UAE,14-06-2024,20-02-2024,Weekly,Deprecated,5,3,24.31,Met,12.4,2,IT Support
2594,Maintenance SLA,Finance,South Africa,26-06-2023,03-12-2024,Daily,Active,13,0,63.56,Breached,3.6,2,IT Support
2595,Inventory Aging,Operations,South Africa,03-01-2023,15-09-2024,Monthly,Under Maintenance,0,6,28.98,Breached,7.5,9,Finance Team
2596,Procurement Spend,Sales,USA,19-10-2024,15-11-2024,Daily,Deprecated,2,5,43.24,Met,13.6,8,External Vendor
2597,Finance P&L,IT,USA,30-05-2023,15-10-2024,Daily,Active,5,13,17.18,Met,9.2,2,Finance Team
2598,Finance P&L,Operations,UK,04-09-2024,15-12-2024,Daily,Under Maintenance,11,1,21.1,Met,3.9,6,BI Team
2599,HR Attrition,Finance,India,24-04-2024,26-10-2024,Daily,Deprecated,6,12,47.31,Breached,4,9,Finance Team
2600,Finance P&L,HR,UAE,11-08-2023,02-11-2024,Daily,Under Maintenance,7,6,14.45,Met,14.6,3,IT Support
2601,Inventory Aging,HR,UAE,08-08-2024,31-01-2024,Daily,Active,1,11,29.71,Breached,4.6,7,IT Support
2602,Inventory Aging,Sales,UK,03-05-2024,19-08-2024,Daily,Under Maintenance,12,3,12.57,Met,15.2,0,BI Team
2603,Sales Summary,Procurement,UAE,30-04-2023,07-05-2024,Daily,Under Maintenance,14,0,61.41,Breached,3.1,9,External Vendor
2604,Inventory Aging,Operations,India,09-02-2024,08-08-2024,Weekly,Under Maintenance,10,0,40.28,Breached,6.2,7,Finance Team
2605,Maintenance SLA,Sales,USA,03-04-2023,26-05-2024,Monthly,Active,4,11,10.65,Met,6,9,Finance Team
2606,Finance P&L,HR,UK,08-08-2024,02-02-2024,Weekly,Active,9,2,44.7,Met,3.8,7,External Vendor
2607,Inventory Aging,Finance,UAE,05-06-2023,16-11-2024,Monthly,Deprecated,12,4,56.96,Breached,2,6,IT Support
2608,HR Attrition,Finance,UK,01-02-2023,04-12-2024,Daily,Active,10,4,33.99,Met,4.4,2,Finance Team
2609,Sales Summary,IT,UK,15-05-2024,03-02-2024,Daily,Deprecated,8,12,45.94,Breached,16.5,4,IT Support
2610,Finance P&L,Procurement,South Africa,17-07-2024,25-10-2024,Monthly,Under Maintenance,6,8,31.46,Met,10.8,1,IT Support
2611,Sales Summary,Procurement,South Africa,05-09-2023,13-07-2024,Daily,Active,3,13,19.22,Met,8.4,8,Finance Team
2612,Finance P&L,HR,UK,13-10-2023,09-11-2024,Daily,Deprecated,4,2,25.14,Breached,18.3,9,External Vendor
2613,HR Attrition,Procurement,South Africa,06-08-2024,30-01-2024,Daily,Active,3,10,49.46,Met,10.9,4,External Vendor
2614,Sales Summary,Procurement,UAE,23-12-2023,09-05-2024,Weekly,Deprecated,13,5,10.23,Met,19.6,9,External Vendor
2615,Procurement Spend,Finance,UK,03-09-2023,15-03-2024,Daily,Active,12,9,55.12,Met,8,2,IT Support
2616,Maintenance SLA,IT,South Africa,17-06-2024,05-01-2024,Daily,Active,13,2,63.99,Met,18.7,8,BI Team
2617,Maintenance SLA,Operations,UAE,25-04-2023,04-04-2024,Weekly,Under Maintenance,13,14,36.26,Met,2.4,4,Finance Team
2618,Finance P&L,Finance,USA,22-08-2024,05-02-2024,Daily,Active,10,0,23.37,Breached,19.7,2,IT Support
2619,Procurement Spend,IT,USA,11-10-2023,09-09-2024,Monthly,Under Maintenance,11,9,7.46,Met,1.4,5,BI Team
2620,Sales Summary,Finance,UK,29-02-2024,02-06-2024,Daily,Deprecated,7,11,67.25,Met,12.1,8,BI Team
2621,Procurement Spend,HR,India,20-06-2023,01-04-2024,Daily,Active,1,2,48.36,Met,13.1,4,External Vendor
2622,Procurement Spend,IT,UAE,16-07-2023,12-05-2024,Monthly,Active,9,6,50.24,Breached,13.4,8,External Vendor
2623,Sales Summary,IT,UK,07-08-2024,15-06-2024,Daily,Under Maintenance,5,13,11.57,Met,6.3,7,Finance Team
2624,HR Attrition,HR,South Africa,06-08-2024,07-06-2024,Weekly,Under Maintenance,6,12,26.74,Met,0.6,4,IT Support
2625,Procurement Spend,IT,USA,24-07-2024,06-06-2024,Weekly,Active,3,12,28.88,Met,5.6,2,BI Team
2626,Procurement Spend,Operations,South Africa,23-03-2023,24-11-2024,Weekly,Active,11,2,63.59,Breached,11,1,External Vendor
2627,HR Attrition,Sales,UAE,28-02-2024,03-10-2024,Weekly,Active,7,11,16.5,Breached,13,1,IT Support
2628,Procurement Spend,Procurement,UK,20-09-2024,07-06-2024,Daily,Active,9,0,55.7,Met,8.7,3,IT Support
2629,Procurement Spend,IT,USA,10-09-2024,07-04-2024,Daily,Deprecated,2,5,48.28,Met,19,3,IT Support
2630,Procurement Spend,Procurement,UAE,17-07-2023,01-06-2024,Monthly,Active,6,1,51.31,Met,17.1,7,IT Support
2631,Maintenance SLA,Finance,USA,12-01-2024,11-09-2024,Monthly,Under Maintenance,4,1,50.86,Met,1,5,External Vendor
2632,Inventory Aging,Finance,USA,01-03-2024,14-05-2024,Daily,Deprecated,7,11,70.47,Met,15,4,BI Team
2633,HR Attrition,IT,UK,29-09-2024,31-01-2024,Weekly,Deprecated,14,11,55.93,Met,17.9,9,External Vendor
2634,Procurement Spend,IT,UK,15-08-2024,06-09-2024,Daily,Active,2,10,2.42,Met,3.6,5,IT Support
2635,Maintenance SLA,IT,India,02-01-2023,02-01-2024,Daily,Active,3,7,7.54,Met,0.6,1,Finance Team
2636,HR Attrition,Operations,India,10-04-2024,07-06-2024,Daily,Under Maintenance,13,6,48.98,Met,12,7,External Vendor
2637,Finance P&L,IT,India,05-03-2023,15-01-2024,Monthly,Under Maintenance,14,7,25.68,Met,12.7,9,External Vendor
2638,Finance P&L,Procurement,India,30-04-2023,08-03-2024,Monthly,Active,10,11,33.58,Met,17.2,6,External Vendor
2639,Procurement Spend,Finance,South Africa,24-09-2023,05-10-2024,Monthly,Active,14,8,48.66,Met,19.9,2,IT Support
2640,Maintenance SLA,Finance,India,20-07-2024,24-01-2024,Monthly,Active,6,12,37.51,Met,17.6,9,IT Support
2641,Maintenance SLA,IT,South Africa,15-09-2023,28-10-2024,Daily,Active,11,11,10.78,Breached,6.1,8,IT Support
2642,HR Attrition,HR,USA,03-10-2024,12-04-2024,Monthly,Active,5,14,14.13,Met,15.1,6,Finance Team
2643,HR Attrition,Sales,South Africa,09-11-2023,01-02-2024,Weekly,Active,7,11,54.44,Breached,4.7,4,External Vendor
2644,Maintenance SLA,IT,USA,27-12-2023,28-01-2024,Daily,Active,2,14,31.74,Breached,7.7,9,IT Support
2645,HR Attrition,Operations,India,20-08-2024,07-10-2024,Daily,Under Maintenance,4,6,42.11,Breached,1.5,6,IT Support
2646,Maintenance SLA,Sales,South Africa,27-01-2023,22-02-2024,Weekly,Deprecated,5,1,19.49,Breached,4.3,7,BI Team
2647,Inventory Aging,Sales,USA,30-09-2023,01-09-2024,Weekly,Under Maintenance,10,10,10.34,Met,4.8,4,Finance Team
2648,Maintenance SLA,IT,India,22-08-2023,25-08-2024,Daily,Deprecated,8,3,65.52,Met,19.2,1,External Vendor
2649,Finance P&L,Operations,USA,23-02-2023,24-12-2024,Daily,Active,5,2,57.52,Met,8.9,1,BI Team
2650,HR Attrition,Procurement,UK,25-05-2023,21-05-2024,Daily,Active,4,8,64.35,Met,8.2,7,Finance Team
2651,Maintenance SLA,IT,USA,14-05-2023,04-09-2024,Daily,Under Maintenance,13,12,25.86,Met,2.6,1,BI Team
2652,Maintenance SLA,Finance,India,11-04-2024,21-08-2024,Daily,Active,5,12,7.53,Met,6.3,2,IT Support
2653,HR Attrition,Operations,UAE,27-05-2023,17-10-2024,Daily,Under Maintenance,5,10,71.3,Met,11.5,4,BI Team
2654,Inventory Aging,Finance,UK,24-08-2023,23-07-2024,Weekly,Active,4,7,64.7,Met,5.4,0,External Vendor
2655,Inventory Aging,IT,South Africa,24-08-2024,06-12-2024,Weekly,Under Maintenance,14,5,52.56,Met,11.6,7,BI Team
2656,HR Attrition,IT,UK,26-12-2024,10-09-2024,Monthly,Active,5,5,66.61,Met,3.4,3,BI Team
2657,Sales Summary,HR,India,30-01-2024,11-02-2024,Daily,Active,7,9,22.29,Breached,1.9,2,Finance Team
2658,HR Attrition,Sales,USA,26-12-2024,16-08-2024,Daily,Active,10,11,71.7,Met,12.9,3,IT Support
2659,HR Attrition,HR,UAE,24-04-2024,15-03-2024,Monthly,Deprecated,7,9,43.61,Met,4,5,External Vendor
2660,Inventory Aging,Sales,India,02-06-2024,19-11-2024,Daily,Under Maintenance,14,4,63.32,Met,12.1,0,External Vendor
2661,Inventory Aging,Procurement,USA,14-04-2024,30-10-2024,Weekly,Active,3,13,14.92,Met,15.8,0,External Vendor
2662,HR Attrition,Operations,India,16-10-2024,04-01-2024,Weekly,Active,0,2,2.74,Met,10,5,External Vendor
2663,HR Attrition,Procurement,UAE,21-10-2023,20-10-2024,Daily,Active,0,2,26.3,Breached,14,3,IT Support
2664,HR Attrition,Sales,USA,29-02-2024,04-07-2024,Weekly,Deprecated,8,11,44.99,Breached,2.9,5,Finance Team
2665,Inventory Aging,IT,UAE,03-07-2023,15-07-2024,Daily,Deprecated,8,10,60.47,Met,10.8,8,External Vendor
2666,HR Attrition,HR,USA,12-06-2023,25-09-2024,Monthly,Deprecated,8,10,36.83,Met,8.5,5,Finance Team
2667,HR Attrition,Sales,UK,26-04-2024,18-05-2024,Weekly,Under Maintenance,1,6,23.07,Breached,13.2,0,BI Team
2668,Procurement Spend,IT,India,28-10-2023,22-11-2024,Daily,Active,10,3,63.55,Met,3.7,5,Finance Team
2669,Sales Summary,Procurement,South Africa,19-01-2024,18-03-2024,Daily,Active,9,5,8.98,Breached,13.2,8,IT Support
2670,Finance P&L,IT,South Africa,06-06-2023,04-03-2024,Daily,Under Maintenance,13,0,11.57,Met,2.6,6,BI Team
2671,Sales Summary,IT,India,05-05-2024,06-04-2024,Monthly,Under Maintenance,11,3,41.13,Met,11.3,9,External Vendor
2672,Procurement Spend,Procurement,South Africa,21-11-2023,03-07-2024,Monthly,Active,2,8,67.61,Met,7.3,8,BI Team
2673,Finance P&L,HR,UAE,11-09-2023,28-12-2024,Daily,Under Maintenance,1,5,66.12,Breached,3.3,9,Finance Team
2674,HR Attrition,IT,South Africa,27-06-2024,07-04-2024,Daily,Active,5,13,66.07,Met,7.6,7,BI Team
2675,Procurement Spend,HR,India,28-08-2024,23-06-2024,Daily,Active,9,11,33.67,Met,1.1,7,External Vendor
2676,HR Attrition,IT,UK,21-06-2023,20-05-2024,Daily,Deprecated,2,14,30.51,Breached,2.3,0,External Vendor
2677,Inventory Aging,IT,India,01-09-2024,02-04-2024,Daily,Active,0,13,14.27,Met,12.8,9,BI Team
2678,Maintenance SLA,Procurement,India,15-07-2024,04-01-2024,Daily,Under Maintenance,12,8,66.18,Breached,9.5,8,IT Support
2679,Procurement Spend,Sales,USA,22-08-2023,17-11-2024,Monthly,Active,0,4,61.33,Breached,4.7,2,IT Support
2680,Inventory Aging,Sales,South Africa,28-04-2024,15-04-2024,Monthly,Deprecated,2,2,43.59,Breached,1.4,9,Finance Team
2681,Procurement Spend,Operations,South Africa,07-09-2023,12-04-2024,Daily,Active,5,13,31.27,Met,2.9,4,IT Support
2682,Procurement Spend,Procurement,USA,21-01-2023,16-11-2024,Daily,Active,4,10,70.28,Met,4.1,6,BI Team
2683,Inventory Aging,Operations,UAE,10-02-2024,23-06-2024,Daily,Active,1,6,8.16,Met,16.4,5,BI Team
2684,Finance P&L,IT,UAE,09-11-2024,26-09-2024,Daily,Under Maintenance,3,4,60.68,Met,6.2,4,BI Team
2685,Sales Summary,Procurement,USA,26-03-2023,26-02-2024,Daily,Active,3,3,20.07,Breached,2.9,1,BI Team
2686,HR Attrition,Operations,South Africa,10-06-2023,10-06-2024,Weekly,Deprecated,0,3,33.71,Breached,4.6,2,BI Team
2687,Procurement Spend,Finance,UAE,11-12-2024,15-04-2024,Monthly,Deprecated,5,14,46.94,Met,17.1,9,IT Support
2688,HR Attrition,Sales,UAE,24-08-2023,17-04-2024,Daily,Active,0,12,55.43,Met,15.6,8,IT Support
